URN,P8MEA,P8MEA_FSM6CLA1A
139528,-0.29,-0.66
142024,-0.3,-0.66
141802,-0.31,-0.66
119774,-0.32,-0.66
139852,-0.32,-0.66
103733,-0.34,-0.66
114311,-0.42,-0.66
138620,-0.42,-0.66
135881,-0.43,-0.66
104829,-0.44,-0.66
137414,-0.47,-0.66
107761,-0.51,-0.66
112968,0.05,-0.67
137401,0.04,-0.67
105361,-0.01,-0.67
113893,-0.02,-0.67
136205,-0.06,-0.67
121678,-0.13,-0.67
112957,-0.23,-0.67
110071,-0.28,-0.67
113896,-0.29,-0.67
104959,-0.34,-0.67
139578,-0.34,-0.67
102344,-0.35,-0.67
112952,-0.36,-0.67
135946,-0.4,-0.67
107441,-0.44,-0.67
100748,-0.48,-0.67
119770,-0.49,-0.67
141700,-0.51,-0.67
137548,-0.57,-0.67
141451,0.12,-0.68
136569,0.09,-0.68
140154,0.04,-0.68
119788,-0.03,-0.68
105267,-0.1,-0.68
108095,-0.15,-0.68
123597,-0.15,-0.68
137072,-0.17,-0.68
126473,-0.26,-0.68
138717,-0.3,-0.68
142075,-0.33,-0.68
138664,-0.35,-0.68
100056,-0.37,-0.68
119722,-0.39,-0.68
135964,-0.4,-0.68
111410,-0.41,-0.68
137630,-0.41,-0.68
116444,-0.55,-0.68
137165,-0.55,-0.68
138418,-0.58,-0.68
138667,0.15,-0.69
119800,0.12,-0.69
138054,0.05,-0.69
137000,0,-0.69
137124,-0.08,-0.69
137637,-0.16,-0.69
140836,-0.23,-0.69
136464,-0.25,-0.69
137840,-0.28,-0.69
101849,-0.34,-0.69
136378,-0.38,-0.69
108640,-0.39,-0.69
140979,-0.41,-0.69
138644,-0.49,-0.69
135904,-0.51,-0.69
136409,-0.54,-0.69
141109,-0.62,-0.69
136901,0.54,-0.7
137855,0.31,-0.7
139486,-0.1,-0.7
141735,-0.1,-0.7
138832,-0.14,-0.7
138936,-0.14,-0.7
116470,-0.24,-0.7
135760,-0.27,-0.7
136708,-0.27,-0.7
137792,-0.29,-0.7
140697,-0.39,-0.7
112939,-0.41,-0.7
119799,-0.41,-0.7
136753,-0.41,-0.7
120654,-0.42,-0.7
141835,-0.42,-0.7
142061,-0.46,-0.7
141259,-0.54,-0.7
139157,-0.6,-0.7
125249,-0.02,-0.71
107139,-0.03,-0.71
137521,-0.11,-0.71
137911,-0.13,-0.71
121162,-0.15,-0.71
137112,-0.19,-0.71
137079,-0.21,-0.71
116431,-0.22,-0.71
108639,-0.27,-0.71
138895,-0.27,-0.71
139656,-0.27,-0.71
138616,-0.3,-0.71
111742,-0.36,-0.71
135935,-0.37,-0.71
117518,-0.4,-0.71
138171,-0.43,-0.71
108862,-0.55,-0.71
137101,0.16,-0.72
109324,-0.15,-0.72
137949,-0.21,-0.72
137445,-0.22,-0.72
138167,-0.22,-0.72
136537,-0.28,-0.72
141894,-0.28,-0.72
112388,-0.29,-0.72
118832,-0.35,-0.72
140515,-0.38,-0.72
134253,-0.41,-0.72
119771,-0.52,-0.72
138260,-0.53,-0.72
105129,-0.81,-0.72
136594,0.28,-0.73
138298,0.06,-0.73
137627,0.03,-0.73
136557,0.02,-0.73
139348,-0.02,-0.73
137003,-0.08,-0.73
137409,-0.11,-0.73
138236,-0.13,-0.73
114608,-0.14,-0.73
115720,-0.21,-0.73
140182,-0.23,-0.73
136780,-0.24,-0.73
136923,-0.24,-0.73
137049,-0.25,-0.73
137256,-0.25,-0.73
137234,-0.28,-0.73
136912,-0.33,-0.73
119707,-0.34,-0.73
139961,-0.35,-0.73
112933,-0.38,-0.73
123245,-0.4,-0.73
136716,-0.48,-0.73
136166,-0.49,-0.73
137484,-0.49,-0.73
136208,-0.55,-0.73
137109,-0.55,-0.73
138787,-0.55,-0.73
139049,-0.62,-0.73
104397,-0.63,-0.73
122358,0.06,-0.74
121687,-0.01,-0.74
140787,-0.03,-0.74
105736,-0.04,-0.74
118803,-0.1,-0.74
137461,-0.14,-0.74
140106,-0.2,-0.74
137614,-0.21,-0.74
136858,-0.28,-0.74
136421,-0.39,-0.74
141875,-0.42,-0.74
131756,-0.56,-0.74
111401,-0.63,-0.74
137048,0.2,-0.75
111450,0.12,-0.75
136483,0.02,-0.75
138210,-0.03,-0.75
111397,-0.06,-0.75
118073,-0.08,-0.75
113854,-0.1,-0.75
138326,-0.1,-0.75
140922,-0.12,-0.75
136652,-0.13,-0.75
137783,-0.14,-0.75
119767,-0.18,-0.75
137945,-0.2,-0.75
136282,-0.24,-0.75
137640,-0.31,-0.75
104698,-0.39,-0.75
135804,-0.4,-0.75
135897,-0.44,-0.75
137222,-0.44,-0.75
137390,-0.48,-0.75
135769,-0.63,-0.75
138281,-1.07,-0.75
107763,-0.01,-0.76
138746,-0.03,-0.76
137650,-0.22,-0.76
141992,-0.24,-0.76
138162,-0.26,-0.76
121664,-0.28,-0.76
136756,-0.29,-0.76
104713,-0.3,-0.76
140693,-0.31,-0.76
137167,-0.36,-0.76
139938,-0.37,-0.76
137106,-0.39,-0.76
103867,-0.42,-0.76
114300,-0.44,-0.76
118908,-0.44,-0.76
135583,-0.46,-0.76
140500,-0.48,-0.76
136089,-0.56,-0.76
105106,-0.62,-0.76
138607,0.17,-0.77
136296,0.07,-0.77
139769,0.02,-0.77
124396,-0.18,-0.77
136090,-0.21,-0.77
139956,-0.3,-0.77
138821,-0.38,-0.77
137779,-0.42,-0.77
107758,-0.43,-0.77
113516,-0.44,-0.77
141245,-0.52,-0.77
140731,-0.08,-0.78
137265,-0.16,-0.78
124459,-0.26,-0.78
123255,-0.29,-0.78
141581,-0.29,-0.78
116472,-0.36,-0.78
136010,-0.39,-0.78
116440,-0.42,-0.78
137036,-0.42,-0.78
104717,-0.43,-0.78
137701,-0.46,-0.78
104693,-0.62,-0.78
106365,-0.83,-0.78
137656,-0.11,-0.79
138273,-0.19,-0.79
126510,-0.25,-0.79
104964,-0.35,-0.79
112399,-0.38,-0.79
107755,-0.41,-0.79
140002,-0.47,-0.79
108647,-0.5,-0.79
141986,-0.5,-0.79
135721,-0.55,-0.79
136182,-0.6,-0.79
116454,-0.72,-0.79
138191,0.05,-0.8
137097,0.01,-0.8
142315,-0.02,-0.8
121711,-0.03,-0.8
117591,-0.08,-0.8
136548,-0.23,-0.8
136623,-0.25,-0.8
138053,-0.25,-0.8
135913,-0.3,-0.8
141628,-0.33,-0.8
136871,-0.42,-0.8
139957,-0.43,-0.8
138754,-0.49,-0.8
131669,-0.5,-0.8
112949,-0.55,-0.8
104696,-0.57,-0.8
138414,-0.58,-0.8
108271,-0.07,-0.81
136727,-0.09,-0.81
136903,-0.12,-0.81
137236,-0.12,-0.81
142008,-0.17,-0.81
138524,-0.18,-0.81
107350,-0.36,-0.81
139060,-0.41,-0.81
137749,-0.49,-0.81
138089,-0.53,-0.81
139432,-0.7,-0.81
103857,-0.72,-0.81
139536,-0.82,-0.81
117557,0.08,-0.82
116504,-0.02,-0.82
136279,-0.06,-0.82
137248,-0.09,-0.82
136012,-0.17,-0.82
140199,-0.19,-0.82
141185,-0.19,-0.82
108096,-0.22,-0.82
106651,-0.27,-0.82
123574,-0.29,-0.82
124851,-0.31,-0.82
111454,-0.34,-0.82
112943,-0.35,-0.82
112377,-0.47,-0.82
133293,-0.48,-0.82
135731,-0.51,-0.82
142059,-0.55,-0.82
136142,-0.63,-0.82
136217,-0.74,-0.82
139434,-0.99,-0.82
136543,0.06,-0.83
125252,0.04,-0.83
137922,0,-0.83
139139,-0.11,-0.83
111731,-0.13,-0.83
136467,-0.16,-0.83
119746,-0.22,-0.83
136772,-0.23,-0.83
122328,-0.33,-0.83
137400,-0.34,-0.83
138107,-0.44,-0.83
105097,-0.68,-0.83
105364,-0.7,-0.83
135662,-0.74,-0.83
135622,-0.76,-0.83
114693,-0.84,-0.83
118835,0.16,-0.84
106523,-0.2,-0.84
140650,-0.22,-0.84
137908,-0.29,-0.84
140580,-0.31,-0.84
140412,-0.63,-0.84
137066,-0.68,-0.84
141741,-0.68,-0.84
101857,-0.74,-0.84
140812,-0.79,-0.84
114580,0.12,-0.85
116461,0,-0.85
137251,-0.05,-0.85
139506,-0.34,-0.85
109665,-0.36,-0.85
139946,-0.48,-0.85
141470,-0.5,-0.85
141686,-0.53,-0.85
139735,-0.54,-0.85
108407,-0.55,-0.85
118930,-0.63,-0.85
108524,-0.69,-0.85
140001,-0.76,-0.85
136786,0.09,-0.86
139036,-0.01,-0.86
136833,-0.04,-0.86
122854,-0.19,-0.86
116932,-0.2,-0.86
141377,-0.21,-0.86
138020,-0.28,-0.86
136868,-0.3,-0.86
109713,-0.33,-0.86
101360,-0.4,-0.86
115236,-0.54,-0.86
120713,-0.59,-0.86
135335,-0.68,-0.86
137598,-0.71,-0.86
112938,-0.78,-0.86
138352,-0.03,-0.87
112991,-0.31,-0.87
138355,-0.31,-0.87
100745,-0.4,-0.87
139168,-0.44,-0.87
139130,-0.5,-0.87
136948,-0.53,-0.87
139690,-0.53,-0.87
112050,-0.56,-0.87
137137,-0.56,-0.87
137867,-0.56,-0.87
106136,-0.61,-0.87
136600,0.1,-0.88
137535,-0.04,-0.88
138002,-0.06,-0.88
120307,-0.19,-0.88
107391,-0.24,-0.88
139146,-0.25,-0.88
138662,-0.26,-0.88
122360,-0.41,-0.88
108730,-0.52,-0.88
135508,-0.52,-0.88
112382,-0.53,-0.88
139614,-0.77,-0.88
135599,-0.87,-0.88
136899,0.2,-0.89
125264,-0.01,-0.89
111443,-0.17,-0.89
124455,-0.25,-0.89
111429,-0.3,-0.89
105256,-0.35,-0.89
105253,-0.41,-0.89
117515,-0.44,-0.89
140660,-0.52,-0.89
140035,-0.61,-0.89
137187,-0.68,-0.89
140948,-0.71,-0.89
136826,-0.74,-0.89
135981,-0.82,-0.89
116451,-0.22,-0.9
138076,-0.27,-0.9
137447,-0.52,-0.9
138964,-0.55,-0.9
117528,-0.6,-0.9
119721,-0.66,-0.9
104944,-0.12,-0.91
113518,-0.31,-0.91
118898,-0.31,-0.91
138985,-0.44,-0.91
116427,-0.51,-0.91
116432,-0.53,-0.91
122355,-0.55,-0.91
116453,-0.62,-0.91
112964,-0.65,-0.91
139403,-0.67,-0.91
119717,-0.7,-0.91
107366,-0.71,-0.91
112397,-0.05,-0.92
124407,-0.09,-0.92
116441,-0.27,-0.92
134003,-0.27,-0.92
119749,-0.37,-0.92
137232,-0.41,-0.92
141343,-0.44,-0.92
138641,-0.46,-0.92
139184,-0.46,-0.92
138496,-0.63,-0.92
100743,-0.69,-0.92
137449,0.1,-0.93
116447,-0.26,-0.93
121708,-0.27,-0.93
112398,-0.43,-0.93
138030,-0.43,-0.93
136206,-0.51,-0.93
139953,-0.69,-0.93
104692,-0.78,-0.93
103882,-0.93,-0.93
110943,-0.99,-0.93
113532,-0.06,-0.94
135896,-0.16,-0.94
139840,-0.16,-0.94
136972,-0.19,-0.94
119785,-0.3,-0.94
136867,-0.32,-0.94
141693,-0.42,-0.94
141341,-0.43,-0.94
139307,-0.47,-0.94
112401,-0.52,-0.94
112941,-0.68,-0.94
136158,-0.82,-0.94
142104,0.13,-0.95
134199,-0.04,-0.95
139152,-0.13,-0.95
112931,-0.26,-0.95
139102,-0.36,-0.95
103854,-0.38,-0.95
133769,-0.55,-0.95
104700,-0.58,-0.95
104387,-0.83,-0.95
141712,-0.18,-0.96
112989,-0.19,-0.96
136324,-0.27,-0.96
118903,-0.3,-0.96
119725,-0.48,-0.96
140371,-0.52,-0.96
106521,-0.54,-0.96
124390,-0.66,-0.96
135684,-0.67,-0.96
135969,-0.69,-0.96
137675,-1,-0.96
107146,-0.22,-0.97
122857,-0.22,-0.97
139766,-0.32,-0.97
110096,-0.37,-0.97
137321,-0.37,-0.97
140037,-0.44,-0.97
115774,-0.46,-0.97
133672,-0.46,-0.97
136383,-0.47,-0.97
137107,-0.47,-0.97
118796,-0.78,-0.97
136893,0.19,-0.98
136909,-0.16,-0.98
137705,-0.44,-0.98
137946,-0.54,-0.98
110531,-0.57,-0.98
135941,-0.71,-0.98
133768,-0.8,-0.98
130488,-0.81,-0.98
100379,-1.2,-0.98
140678,-0.18,-0.99
137008,-0.19,-0.99
139853,-0.32,-0.99
107143,-0.36,-0.99
138837,-0.37,-0.99
139204,-0.47,-0.99
140366,-0.56,-0.99
136103,-0.58,-0.99
122867,-0.59,-0.99
135967,-0.61,-0.99
137873,-0.62,-0.99
141041,-0.77,-0.99
109331,-0.26,-1
136719,-0.29,-1
141730,-0.39,-1
104961,-0.41,-1
110497,-0.54,-1
139982,-0.63,-1
136146,-0.7,-1
119794,0,-1.01
138831,-0.33,-1.01
137298,-0.39,-1.01
112940,-0.49,-1.01
111419,-0.52,-1.01
115340,-0.58,-1.01
138628,-0.63,-1.01
100192,-0.7,-1.01
116446,-0.29,-1.02
137103,-0.54,-1.02
119744,-0.56,-1.02
136485,-0.58,-1.02
135879,-0.64,-1.02
137706,-0.66,-1.02
141132,-0.66,-1.02
139054,-0.73,-1.02
141475,-1.01,-1.02
135827,-1.02,-1.02
101700,-1.19,-1.02
137252,-0.16,-1.03
136526,-0.2,-1.03
121663,-0.29,-1.03
137203,-0.32,-1.03
136202,-0.49,-1.03
131749,-0.57,-1.03
140961,-0.58,-1.03
106144,-0.59,-1.03
141499,-0.59,-1.03
140600,-0.69,-1.03
112995,-0.73,-1.03
130579,-0.93,-1.03
121718,-0.2,-1.04
124425,-0.21,-1.04
124393,-0.34,-1.04
105975,-0.37,-1.04
136674,-0.41,-1.04
118882,-0.56,-1.04
122828,-0.79,-1.04
110585,-1.25,-1.04
142042,-0.15,-1.05
124818,-0.4,-1.05
121675,-0.57,-1.05
135597,-0.9,-1.05
131547,-0.91,-1.05
137350,-0.43,-1.06
135936,-0.51,-1.06
136571,-1,-1.06
136894,-0.43,-1.07
138850,-0.46,-1.07
112930,-0.52,-1.07
123879,-0.65,-1.07
119738,-0.73,-1.07
131898,-0.77,-1.07
112951,-0.84,-1.07
138388,-0.88,-1.07
111748,-0.34,-1.08
112038,-0.51,-1.08
137138,-0.56,-1.08
139695,-0.73,-1.08
119758,-0.76,-1.08
136476,-0.81,-1.08
130247,-0.84,-1.08
134995,-0.85,-1.08
135004,-0.89,-1.08
110063,-0.09,-1.09
105110,-0.62,-1.09
139373,-0.74,-1.09
123238,-0.17,-1.1
135878,-0.8,-1.1
112375,-1.14,-1.1
136611,-0.19,-1.11
134797,-0.68,-1.11
100979,-0.81,-1.11
109306,-0.27,-1.12
137799,-0.43,-1.12
137372,-0.44,-1.12
131196,-0.49,-1.12
138756,-0.54,-1.12
110076,-0.62,-1.12
125794,-0.74,-1.12
136403,-0.9,-1.12
109313,-0.46,-1.13
136729,-0.58,-1.13
107442,-0.62,-1.13
142285,-0.69,-1.13
140011,-0.74,-1.13
138097,-0.87,-1.13
103877,-1.16,-1.13
138466,-0.49,-1.14
142281,-0.68,-1.14
135481,-0.76,-1.14
132762,-0.96,-1.14
136121,-1.08,-1.15
138624,-0.28,-1.16
126081,-0.45,-1.16
134994,-0.52,-1.16
137364,-0.53,-1.16
103853,-0.69,-1.16
120285,-0.71,-1.16
139821,-0.57,-1.17
137189,-0.59,-1.17
138872,-0.87,-1.17
136119,-0.92,-1.17
105976,-0.94,-1.17
105277,-1.29,-1.17
138522,0.02,-1.18
139328,-0.85,-1.18
136822,-0.28,-1.19
138287,-0.44,-1.19
139564,-0.79,-1.19
141335,-0.85,-1.19
139918,-0.95,-1.19
116405,-0.33,-1.2
113497,-0.35,-1.2
139738,-0.88,-1.2
137605,-1.39,-1.2
109319,-0.24,-1.21
137691,-0.41,-1.22
141682,-0.51,-1.22
109278,-0.6,-1.22
106372,-0.7,-1.22
105735,-0.72,-1.22
140976,-0.8,-1.22
141131,-0.97,-1.22
107561,-1.13,-1.22
136148,-0.78,-1.23
141391,-0.81,-1.23
137196,-0.96,-1.23
112400,-0.24,-1.24
126069,-0.35,-1.24
137520,-0.87,-1.24
116465,-1.02,-1.24
137690,-1.05,-1.24
138623,-0.1,-1.25
138421,-0.43,-1.25
109328,-0.44,-1.25
141321,-0.5,-1.25
124395,-0.71,-1.25
138569,-0.86,-1.25
138223,-1.23,-1.25
121160,-0.41,-1.26
136751,-0.54,-1.26
137122,-0.88,-1.26
118146,-1.35,-1.26
138044,-1.41,-1.26
142015,-0.62,-1.27
139013,-0.82,-1.27
137084,-0.9,-1.27
135666,-1.06,-1.27
114349,-1.47,-1.27
141342,0.03,-1.28
135940,-0.95,-1.28
139789,-1.35,-1.28
138780,-0.74,-1.29
136591,-0.58,-1.3
110526,-0.71,-1.3
136199,-1.12,-1.3
137433,-1.47,-1.3
135479,-1.06,-1.31
116617,-1.12,-1.31
139345,-0.39,-1.32
135314,-0.94,-1.32
138437,-1.03,-1.32
135685,-1.17,-1.32
102878,-1.25,-1.32
104980,-1.43,-1.32
139301,-0.68,-1.33
104963,-1.09,-1.33
106172,-1.33,-1.33
141665,-0.59,-1.34
139416,-0.76,-1.34
119804,-0.58,-1.35
137493,-1.14,-1.35
103878,-1.31,-1.35
141449,-1.32,-1.35
126459,-0.71,-1.36
128364,-1.12,-1.36
138394,-0.71,-1.37
138547,-1.41,-1.37
120283,-0.46,-1.38
107440,-0.87,-1.38
119732,-1.13,-1.38
124508,-1.37,-1.38
141252,-1.4,-1.38
119876,-1.54,-1.38
111442,-0.98,-1.39
115454,-1.34,-1.39
119044,-1.39,-1.39
137459,-1.43,-1.39
141448,-1.61,-1.39
141042,-0.74,-1.4
138365,-0.95,-1.4
131530,-1.34,-1.4
141013,-0.92,-1.41
136135,-1.09,-1.41
140945,-1.16,-1.42
103606,-1.3,-1.42
105378,-1.46,-1.42
137113,-1.02,-1.43
109406,-1.36,-1.43
126161,-1.52,-1.43
104271,-1.32,-1.44
100469,-1.44,-1.44
140570,-1.2,-1.45
138481,-0.81,-1.47
137274,-1.36,-1.47
133441,-1.45,-1.47
107178,-1.46,-1.47
110186,-1.54,-1.47
137864,-1.07,-1.48
124501,-1.43,-1.49
134971,-1.11,-1.5
100643,-1.5,-1.5
136114,-1.6,-1.5
108119,-1.68,-1.5
135477,-1.07,-1.51
103616,-1.32,-1.51
102952,-1.41,-1.51
116511,-1.49,-1.51
140796,-1.51,-1.51
104827,-0.75,-1.52
110575,-1.48,-1.52
115473,-1.52,-1.52
117667,-1.68,-1.52
111504,-1.39,-1.53
119036,-1.43,-1.53
110579,-1.54,-1.53
140265,-0.89,-1.54
119780,-1.04,-1.54
137478,-1.48,-1.54
116639,-1.57,-1.54
140436,-1.42,-1.55
134884,-1.44,-1.55
120348,-1.46,-1.55
101485,-1.52,-1.55
125480,-1.68,-1.55
140531,-1.53,-1.56
113036,-1.57,-1.56
138130,-1.6,-1.56
137363,-1.61,-1.56
139781,-1.67,-1.56
135826,-1.14,-1.57
141354,-1.15,-1.57
136027,-1.21,-1.57
135287,-1.52,-1.57
113960,-1.61,-1.57
131187,-1.62,-1.57
126157,-1.63,-1.57
138198,-1.1,-1.58
134865,-1.55,-1.58
139722,-1.56,-1.59
124504,-1.66,-1.59
115825,-1.94,-1.59
101851,-1.56,-1.6
140795,-1.56,-1.6
140261,-1.62,-1.6
120362,-1.61,-1.61
121779,-1.65,-1.62
113956,-1.74,-1.62
139237,-2.09,-1.62
140177,-1.12,-1.63
108311,-1.68,-1.63
122382,-1.73,-1.63
124401,-0.47,-1.64
138368,-1.14,-1.64
141376,-1.67,-1.64
124500,-1.8,-1.64
121775,-1.6,-1.65
134783,-1.62,-1.65
137354,-1.65,-1.65
134662,-1.68,-1.65
141251,-1.75,-1.66
115457,-1.47,-1.67
135119,-1.57,-1.67
116628,-1.72,-1.67
104739,-1.68,-1.68
125461,-1.68,-1.69
113634,-1.7,-1.69
140972,-1.19,-1.7
100760,-1.59,-1.7
119059,-1.64,-1.7
138530,-1.78,-1.7
134885,-1.9,-1.7
119040,-1.66,-1.71
126549,-1.82,-1.71
138537,-1.23,-1.72
107799,-1.67,-1.72
138718,-1.68,-1.72
134972,-1.7,-1.72
139902,-1.42,-1.73
123938,-1.72,-1.73
108653,-1.79,-1.73
118793,-0.69,-1.74
140854,-1.49,-1.74
103613,-1.56,-1.74
111495,-1.58,-1.74
134727,-1.72,-1.74
123631,-1.73,-1.74
140143,-1.78,-1.74
117669,-1.81,-1.75
139540,-1.62,-1.76
140406,-1.35,-1.77
119745,-1.36,-1.77
118227,-1.77,-1.77
103610,-1.84,-1.77
120750,-1.87,-1.77
124521,-1.61,-1.78
101965,-1.65,-1.78
102622,-1.77,-1.78
125481,-1.77,-1.78
125806,-1.78,-1.79
101394,-1.69,-1.8
135791,-1.85,-1.8
140701,-1.79,-1.81
137934,-1.75,-1.82
106280,-1.81,-1.82
119051,-1.37,-1.83
131521,-1.7,-1.83
110189,-1.84,-1.84
121256,-1.78,-1.85
136423,-1.72,-1.86
113046,-1.77,-1.86
137554,-1.88,-1.86
130371,-1.93,-1.86
139974,-1.91,-1.87
110183,-1.95,-1.87
130648,-1.82,-1.88
134533,-1.35,-1.91
141253,-1.87,-1.91
140277,-1.72,-1.92
126155,-1.84,-1.92
131258,-1.95,-1.92
138697,-1.89,-1.94
135771,-1.57,-1.96
138156,-1.81,-1.96
110576,-1.84,-1.97
138093,-2.03,-1.97
142136,-2.06,-1.98
140813,-0.64,-1.99
131808,-2.02,-1.99
113042,-2.16,-1.99
121254,-1.89,-2.01
134261,-2.01,-2.01
102554,-2.02,-2.01
116637,-1.62,-2.05
130943,-1.85,-2.07
114340,-2,-2.07
140968,-1.71,-2.09
140079,-1.85,-2.09
115453,-1.96,-2.09
119045,-2.09,-2.09
104498,-2.32,-2.11
107169,-2.06,-2.12
135015,-2.18,-2.13
102260,-2.11,-2.14
120754,-1.97,-2.15
127715,-2.17,-2.17
130490,-2.62,-2.23
140286,-2.5,-2.24
104742,-2.26,-2.26
103632,-2.28,-2.28
113961,-2.23,-2.29
141791,-2.29,-2.29
138225,-2.16,-2.32
130570,-2.95,-2.33
126550,-1.77,-2.38
139924,-2.01,-2.39
138255,-2.32,-2.44
114337,-2.47,-2.47
130430,-2.6,-2.48
131526,-2.49,-2.49
109394,-2.5,-2.5
140542,-2.51,-2.51
102793,-2.52,-2.52
102067,-2.55,-2.53
138652,-2.35,-2.56
108426,-2.66,-2.66
141865,-2.65,-2.73
114678,-2.76,-2.76
137998,-2.6,-2.82
125795,-3.1,-2.91
101853,-2.94,-2.94
135461,-2.94,-2.94
100204,-2.97,-2.97
141382,-3.02,-3.02
137494,-2.77,-3.1
131697,-3.14,-3.14
119042,-3.15,-3.17
133368,-3.26,-3.26
135308,-3.11,-3.3
137594,-3.39,-3.36
137507,-3.6,-3.6
